transcript_id	tissue_name	rpkm_mean	rpkm_std	rpkm_median	coef_variation	max
ENST00000361357	Muscle - Skeletal	10.395	4.128	9.468	0.397117120145	33.576
ENST00000361357	Brain - Spinal cord (cervical c-1)	12.193	3.253	12.839	0.26677845789	20.174
ENST00000361357	Uterus	29.790	6.014	30.948	0.201891220303	40.361
ENST00000361357	Brain - Nucleus accumbens (basal ganglia)	8.021	2.202	8.147	0.274499688675	13.363
ENST00000361357	Brain - Caudate (basal ganglia)	9.054	2.482	9.011	0.274136832465	17.774
ENST00000361357	Minor Salivary Gland	15.572	4.402	15.377	0.282684208502	28.056
ENST00000361357	Artery - Aorta	29.435	5.239	29.043	0.177977280629	49.170
ENST00000361357	Whole Blood	53.432	33.112	43.060	0.619697795998	157.495
ENST00000361357	Kidney - Cortex	20.690	7.113	20.033	0.343804274475	34.475
ENST00000361357	Nerve - Tibial	31.647	4.947	31.471	0.156330752184	48.665
ENST00000361357	Brain - Frontal Cortex (BA9)	7.566	1.829	7.775	0.241785525456	11.896
ENST00000361357	Adipose - Visceral (Omentum)	26.938	6.026	27.326	0.22370495127	44.687
ENST00000361357	Adrenal Gland	12.789	2.087	12.809	0.16321154723	19.583
ENST00000361357	Lung	30.824	6.612	30.412	0.214512927481	58.426
ENST00000361357	Cells - Transformed fibroblasts	14.234	4.047	13.559	0.284311131389	30.498
ENST00000361357	Artery - Tibial	31.563	7.615	30.396	0.241271947975	56.277
ENST00000361357	Colon - Sigmoid	30.314	5.060	30.539	0.166920551518	47.023
ENST00000361357	Pituitary	16.202	3.770	15.547	0.232714829882	31.803
ENST00000361357	Brain - Substantia nigra	8.355	2.464	8.238	0.294963087428	16.428
ENST00000361357	Cells - EBV-transformed lymphocytes	11.440	1.895	11.413	0.16563566063	17.837
ENST00000311351	Thyroid	3.023	2.284	2.561	0.755404018929	11.420
ENST00000311351	Testis	6.324	2.842	6.404	0.449473338788	15.210
ENST00000311351	Brain - Anterior cingulate cortex (BA24)	3.441	2.678	2.599	0.77837246804	16.146
ENST00000311351	Skin - Not Sun Exposed (Suprapubic)	2.195	2.126	1.545	0.968788030744	12.060
ENST00000311351	Ovary	2.401	1.916	1.943	0.797811315102	8.867
ENST00000311351	Vagina	2.245	2.153	1.576	0.958991136862	9.793
ENST00000311351	Heart - Atrial Appendage	4.986	3.139	4.486	0.629558828549	16.507
ENST00000311351	Esophagus - Muscularis	3.179	2.544	2.596	0.800214303725	16.985
ENST00000311351	Brain - Cerebellar Hemisphere	2.431	2.383	1.477	0.980114856584	12.364
ENST00000311351	Small Intestine - Terminal Ileum	2.374	1.886	1.830	0.7945274942	7.516
ENST00000311351	Breast - Mammary Tissue	2.741	2.555	1.874	0.932284900247	14.948
ENST00000311351	Stomach	2.478	2.008	2.102	0.8103485181	13.217
ENST00000311351	Brain - Cerebellum	2.440	1.928	2.152	0.79011119379	9.918
ENST00000311351	Esophagus - Mucosa	1.847	1.755	1.236	0.950201211496	9.631
ENST00000311351	Brain - Putamen (basal ganglia)	2.483	1.843	2.249	0.742154834282	7.692
ENST00000311351	Artery - Coronary	2.697	2.262	1.959	0.838950494251	10.102
ENST00000311351	Liver	2.471	1.933	2.109	0.782101672488	8.229
ENST00000311351	Esophagus - Gastroesophageal Junction	3.393	2.763	2.597	0.814381175992	11.701
ENST00000311351	Brain - Hypothalamus	3.976	3.466	3.532	0.871651581294	21.442
ENST00000311351	Colon - Transverse	2.732	2.167	2.234	0.793159180189	11.735
ENST00000311351	Prostate	4.625	3.483	3.882	0.75294632216	17.526
ENST00000311351	Brain - Amygdala	3.449	2.972	2.780	0.861798539675	17.878
ENST00000311351	Pancreas	1.984	1.591	1.585	0.802004336698	7.397
ENST00000311351	Adipose - Subcutaneous	2.667	2.370	1.919	0.888528801834	13.968
ENST00000311351	Skin - Sun Exposed (Lower leg)	2.354	1.964	1.770	0.83406611641	10.368
ENST00000311351	Spleen	2.735	2.392	2.112	0.874364778944	10.589
ENST00000311351	Brain - Hippocampus	3.381	2.611	2.983	0.77224037331	12.327
ENST00000311351	Heart - Left Ventricle	5.040	2.804	5.067	0.556358282938	14.804
ENST00000311351	Brain - Cortex	2.982	2.411	2.288	0.808355108871	13.350
ENST00000311351	Muscle - Skeletal	1.608	1.577	1.145	0.98053023249	12.811
ENST00000311351	Brain - Spinal cord (cervical c-1)	3.162	2.173	2.551	0.687242014384	8.128
ENST00000311351	Uterus	2.357	2.674	1.594	1.13453076718	18.046
ENST00000311351	Brain - Nucleus accumbens (basal ganglia)	2.767	2.412	2.198	0.871639829683	14.462
ENST00000311351	Brain - Caudate (basal ganglia)	2.189	1.808	1.692	0.826276181082	7.951
ENST00000311351	Minor Salivary Gland	2.147	1.603	1.491	0.746565831445	5.921
ENST00000311351	Artery - Aorta	2.843	2.392	2.288	0.84143247635	12.660
ENST00000311351	Whole Blood	0.951	1.209	0.597	1.27097922733	9.049
ENST00000311351	Kidney - Cortex	3.944	2.568	3.832	0.651024881266	9.706
ENST00000311351	Nerve - Tibial	1.833	1.722	1.234	0.939199718572	9.959
ENST00000311351	Brain - Frontal Cortex (BA9)	3.710	2.656	2.951	0.715802282607	12.278
ENST00000311351	Adipose - Visceral (Omentum)	2.845	2.512	2.157	0.88291818472	13.329
ENST00000311351	Adrenal Gland	4.226	3.126	3.496	0.739676905414	20.347
ENST00000311351	Lung	2.258	2.107	1.593	0.932939729172	11.057
ENST00000311351	Cells - Transformed fibroblasts	2.650	2.318	1.897	0.874700360458	14.479
ENST00000311351	Artery - Tibial	2.986	2.636	2.184	0.882789529176	14.863
ENST00000311351	Colon - Sigmoid	4.226	3.816	3.182	0.902954001908	20.156
ENST00000311351	Pituitary	4.221	2.885	3.637	0.683589521865	13.642
ENST00000311351	Brain - Substantia nigra	3.449	2.733	3.322	0.792587481255	16.779
ENST00000311351	Cells - EBV-transformed lymphocytes	3.155	1.898	2.928	0.601583696442	9.972
ENST00000371222	Thyroid	88.137	98.576	47.385	1.11845187779	979.009
ENST00000371222	Testis	14.276	9.735	12.228	0.681952822464	94.358
ENST00000371222	Brain - Anterior cingulate cortex (BA24)	28.624	23.833	21.615	0.832599791087	167.943
ENST00000371222	Skin - Not Sun Exposed (Suprapubic)	152.621	127.971	109.703	0.838483951661	807.776
ENST00000371222	Ovary	115.724	72.844	97.337	0.629460490252	439.432
ENST00000371222	Vagina	98.031	56.957	88.067	0.581005046863	446.595
ENST00000371222	Heart - Atrial Appendage	57.232	39.115	47.526	0.683457066368	255.204
ENST00000371222	Esophagus - Muscularis	49.452	44.440	34.697	0.898639258532	331.401
ENST00000371222	Brain - Cerebellar Hemisphere	39.736	51.602	26.601	1.29860819212	419.764
ENST00000371222	Small Intestine - Terminal Ileum	44.334	31.631	36.252	0.71348119671	219.572
ENST00000371222	Breast - Mammary Tissue	183.499	159.245	134.921	0.867828265286	810.602
ENST00000371222	Stomach	117.894	128.744	78.869	1.09203200953	1009.815
ENST00000371222	Brain - Cerebellum	31.540	33.800	23.813	1.07164518015	262.497
ENST00000371222	Esophagus - Mucosa	47.554	39.977	37.858	0.840666902739	358.006
ENST00000371222	Brain - Putamen (basal ganglia)	22.071	20.780	13.633	0.941479688286	106.009
ENST00000371222	Artery - Coronary	81.870	119.014	56.070	1.4537009907	1032.758
ENST00000371222	Liver	56.767	65.839	28.757	1.15982527639	333.503
ENST00000371222	Esophagus - Gastroesophageal Junction	78.818	98.825	39.800	1.25384817743	652.749
ENST00000371222	Brain - Hypothalamus	31.256	26.089	21.049	0.834678133081	125.949
ENST00000371222	Colon - Transverse	70.982	58.107	51.274	0.818613650838	451.827
ENST00000371222	Prostate	55.947	33.607	44.100	0.600700403166	186.302
ENST00000371222	Brain - Amygdala	29.421	22.599	21.657	0.768130153818	120.213
ENST00000371222	Pancreas	56.206	33.921	45.828	0.603512921601	193.930
ENST00000371222	Adipose - Subcutaneous	164.846	137.086	122.045	0.83160418013	953.743
ENST00000371222	Skin - Sun Exposed (Lower leg)	103.232	71.825	85.114	0.695756604171	650.030
ENST00000371222	Spleen	17.205	6.759	16.053	0.392827696937	36.650
ENST00000371222	Brain - Hippocampus	30.557	24.105	21.283	0.788865783964	101.821
ENST00000371222	Heart - Left Ventricle	34.077	30.734	24.228	0.901907759869	252.452
ENST00000371222	Brain - Cortex	30.479	22.870	21.894	0.750365675049	126.371
ENST00000371222	Muscle - Skeletal	35.083	18.856	30.782	0.537472132711	134.089
ENST00000371222	Brain - Spinal cord (cervical c-1)	34.973	24.824	27.701	0.709811789975	154.390
ENST00000371222	Uterus	86.757	40.022	81.846	0.461309516044	302.931
ENST00000371222	Brain - Nucleus accumbens (basal ganglia)	21.650	24.179	13.640	1.1167847732	152.695
ENST00000371222	Brain - Caudate (basal ganglia)	21.135	16.815	15.515	0.795614834705	107.710
ENST00000371222	Minor Salivary Gland	65.985	30.672	61.364	0.464830463789	159.482
ENST00000371222	Artery - Aorta	100.971	103.970	70.820	1.02970577413	1106.894
ENST00000371222	Whole Blood	27.788	38.596	9.255	1.38894893013	297.049
ENST00000371222	Kidney - Cortex	33.956	13.404	32.642	0.394749124358	63.165
ENST00000371222	Nerve - Tibial	107.370	59.380	94.224	0.553038465001	421.968
ENST00000371222	Brain - Frontal Cortex (BA9)	29.918	23.314	22.387	0.779245997933	140.384
ENST00000371222	Adipose - Visceral (Omentum)	183.254	117.776	164.370	0.642692098354	638.492
ENST00000371222	Adrenal Gland	28.238	21.044	20.950	0.745229622691	111.890
ENST00000371222	Lung	118.877	104.997	85.237	0.883237437026	626.482
ENST00000371222	Cells - Transformed fibroblasts	57.236	44.344	45.968	0.774764163338	351.295
ENST00000371222	Artery - Tibial	90.297	94.037	60.914	1.04141443225	973.361
ENST00000371222	Colon - Sigmoid	83.743	85.720	51.791	1.02360702147	628.002
ENST00000371222	Pituitary	44.838	40.927	33.475	0.912761507114	310.715
ENST00000371222	Brain - Substantia nigra	26.410	23.762	18.839	0.899741176861	124.723
ENST00000371222	Cells - EBV-transformed lymphocytes	11.812	6.388	10.553	0.54075381507	37.174
ENST00000559164	Thyroid	0.825	0.967	0.507	1.17157879899	4.720
ENST00000559164	Testis	0.309	0.533	0.000	1.72311898504	2.880
ENST00000559164	Brain - Anterior cingulate cortex (BA24)	0.409	0.492	0.307	1.20311054751	2.177
ENST00000559164	Skin - Not Sun Exposed (Suprapubic)	0.654	0.923	0.145	1.41179554199	5.274
ENST00000559164	Ovary	1.468	1.477	1.133	1.00605175095	5.559
ENST00000559164	Vagina	1.248	1.270	0.913	1.01773214209	5.368
ENST00000559164	Heart - Atrial Appendage	0.794	0.819	0.564	1.0318275727	3.538
ENST00000559164	Esophagus - Muscularis	1.819	1.508	1.617	0.828824973701	9.193
ENST00000559164	Brain - Cerebellar Hemisphere	0.533	0.519	0.444	0.974632925705	2.980
ENST00000559164	Small Intestine - Terminal Ileum	0.360	0.553	0.007	1.5359575295	2.479
ENST00000559164	Breast - Mammary Tissue	1.104	1.343	0.638	1.21644913679	7.433
ENST00000559164	Stomach	0.983	1.352	0.569	1.37530933112	10.961
ENST00000559164	Brain - Cerebellum	0.487	0.518	0.371	1.0643673797	2.325
ENST00000559164	Esophagus - Mucosa	0.700	0.822	0.496	1.17407126289	3.660
ENST00000559164	Brain - Putamen (basal ganglia)	0.492	0.640	0.327	1.30057729871	3.623
ENST00000559164	Artery - Coronary	0.872	1.033	0.632	1.18482046717	6.194
ENST00000559164	Liver	0.173	0.317	0.000	1.83652180931	1.782
ENST00000559164	Esophagus - Gastroesophageal Junction	1.522	1.491	1.108	0.979487720666	6.615
ENST00000559164	Brain - Hypothalamus	0.584	0.687	0.380	1.17582603071	2.761
ENST00000559164	Colon - Transverse	1.103	1.168	0.727	1.0591047243	4.710
ENST00000559164	Prostate	0.543	0.821	0.081	1.5124310697	4.416
ENST00000559164	Brain - Amygdala	0.517	0.607	0.403	1.17421384535	2.839
ENST00000559164	Pancreas	1.294	1.421	0.920	1.09825742081	7.365
ENST00000559164	Adipose - Subcutaneous	1.210	1.443	0.730	1.19226323541	8.983
ENST00000559164	Skin - Sun Exposed (Lower leg)	0.558	0.840	0.093	1.50705209165	4.756
ENST00000559164	Spleen	0.232	0.507	0.000	2.1870633358	2.415
ENST00000559164	Brain - Hippocampus	0.417	0.587	0.228	1.40850088119	3.206
ENST00000559164	Heart - Left Ventricle	0.540	0.558	0.441	1.03343881033	2.625
ENST00000559164	Brain - Cortex	0.404	0.489	0.329	1.21126910612	3.245
ENST00000559164	Muscle - Skeletal	0.546	0.657	0.350	1.20266474368	3.484
ENST00000559164	Brain - Spinal cord (cervical c-1)	0.355	0.473	0.113	1.33418881619	2.231
ENST00000559164	Uterus	1.637	1.528	1.335	0.933043957519	7.779
ENST00000559164	Brain - Nucleus accumbens (basal ganglia)	0.632	0.753	0.474	1.19263651922	3.444
ENST00000559164	Brain - Caudate (basal ganglia)	0.584	0.596	0.491	1.02113654136	2.825
ENST00000559164	Minor Salivary Gland	0.990	1.100	0.712	1.11066994679	4.369
ENST00000559164	Artery - Aorta	1.240	1.220	0.944	0.984509785779	6.123
ENST00000559164	Whole Blood	0.102	0.221	0.000	2.17386552528	1.922
ENST00000559164	Kidney - Cortex	0.502	0.630	0.122	1.25609367639	2.051
ENST00000559164	Nerve - Tibial	1.246	1.307	0.916	1.04839559225	5.910
ENST00000559164	Brain - Frontal Cortex (BA9)	0.519	0.616	0.345	1.18708183348	2.871
ENST00000559164	Adipose - Visceral (Omentum)	1.207	1.329	0.787	1.10077625796	6.083
ENST00000559164	Adrenal Gland	1.028	1.134	0.760	1.10339574283	6.592
ENST00000559164	Lung	1.005	1.126	0.667	1.12014445125	6.599
ENST00000559164	Cells - Transformed fibroblasts	3.479	2.608	3.203	0.749467825	15.146
ENST00000559164	Artery - Tibial	1.455	1.597	0.956	1.09768143451	9.859
ENST00000559164	Colon - Sigmoid	1.479	1.326	1.160	0.897136331603	6.105
ENST00000559164	Pituitary	0.520	0.640	0.301	1.23079819151	3.017
ENST00000559164	Brain - Substantia nigra	0.531	0.616	0.345	1.15985928188	3.192
ENST00000559164	Cells - EBV-transformed lymphocytes	0.974	0.976	0.776	1.00192722084	4.001
ENST00000484523	Thyroid	0.088	0.261	0.000	2.95452347104	1.804
ENST00000484523	Testis	0.038	0.150	0.000	3.95287772845	0.918
ENST00000484523	Brain - Anterior cingulate cortex (BA24)	0.004	0.036	0.000	9.11043357914	0.333
ENST00000484523	Skin - Not Sun Exposed (Suprapubic)	0.055	0.200	0.000	3.65921848078	1.437
ENST00000484523	Ovary	0.098	0.319	0.000	3.24201327331	2.549
ENST00000484523	Vagina	0.132	0.319	0.000	2.41294490543	1.983
ENST00000484523	Heart - Atrial Appendage	0.859	0.853	0.719	0.99334021146	4.150
ENST00000484523	Esophagus - Muscularis	0.090	0.253	0.000	2.79686009363	1.363
ENST00000484523	Brain - Cerebellar Hemisphere	0.000	0.000	0.000	0	0.000
ENST00000484523	Small Intestine - Terminal Ileum	0.343	0.551	0.000	1.60978885496	2.977
ENST00000484523	Breast - Mammary Tissue	0.075	0.244	0.000	3.23686214621	2.260
ENST00000484523	Stomach	0.103	0.312	0.000	3.02714039999	2.150
ENST00000484523	Brain - Cerebellum	0.000	0.000	0.000	0	0.000
ENST00000484523	Esophagus - Mucosa	0.028	0.153	0.000	5.53575054571	1.620
ENST00000484523	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
ENST00000484523	Artery - Coronary	0.092	0.266	0.000	2.90182177431	1.950
ENST00000484523	Liver	0.041	0.184	0.000	4.44245313617	1.394
ENST00000484523	Esophagus - Gastroesophageal Junction	0.120	0.297	0.000	2.48091291471	1.617
ENST00000484523	Brain - Hypothalamus	0.008	0.056	0.000	6.86023656562	0.407
ENST00000484523	Colon - Transverse	0.114	0.291	0.000	2.5429108243	1.758
ENST00000484523	Prostate	0.069	0.207	0.000	3.0006409308	1.383
ENST00000484523	Brain - Amygdala	0.000	0.000	0.000	0	0.000
ENST00000484523	Pancreas	0.012	0.079	0.000	6.8862207631	0.780
ENST00000484523	Adipose - Subcutaneous	0.151	0.314	0.000	2.0814314543	2.084
ENST00000484523	Skin - Sun Exposed (Lower leg)	0.038	0.190	0.000	5.04394454246	2.004
ENST00000484523	Spleen	2.288	1.552	1.973	0.67835691745	9.974
ENST00000484523	Brain - Hippocampus	0.003	0.027	0.000	9.64365076099	0.264
ENST00000484523	Heart - Left Ventricle	0.956	0.986	0.716	1.03167943366	5.134
ENST00000484523	Brain - Cortex	0.000	0.000	0.000	0	0.000
ENST00000484523	Muscle - Skeletal	0.003	0.031	0.000	10.7283457827	0.438
ENST00000484523	Brain - Spinal cord (cervical c-1)	0.008	0.055	0.000	7.04379060284	0.457
ENST00000484523	Uterus	0.260	0.456	0.000	1.75485100484	2.327
ENST00000484523	Brain - Nucleus accumbens (basal ganglia)	0.005	0.036	0.000	7.48964655641	0.302
ENST00000484523	Brain - Caudate (basal ganglia)	0.008	0.050	0.000	5.94385137449	0.425
ENST00000484523	Minor Salivary Gland	0.137	0.284	0.000	2.068190454	1.363
ENST00000484523	Artery - Aorta	0.054	0.180	0.000	3.32167665198	1.272
ENST00000484523	Whole Blood	3.299	3.104	2.298	0.94077395409	17.101
ENST00000484523	Kidney - Cortex	0.180	0.381	0.000	2.11856859219	1.491
ENST00000484523	Nerve - Tibial	0.273	0.505	0.000	1.8469473582	2.671
ENST00000484523	Brain - Frontal Cortex (BA9)	0.000	0.000	0.000	0	0.000
ENST00000484523	Adipose - Visceral (Omentum)	0.175	0.400	0.000	2.2829278985	2.982
ENST00000484523	Adrenal Gland	0.021	0.102	0.000	4.79253273303	0.905
ENST00000484523	Lung	0.951	1.145	0.687	1.20492470536	8.439
ENST00000484523	Cells - Transformed fibroblasts	0.000	0.000	0.000	0	0.000
ENST00000484523	Artery - Tibial	0.029	0.186	0.000	6.49841385096	2.517
ENST00000484523	Colon - Sigmoid	0.090	0.236	0.000	2.63201667747	1.680
ENST00000484523	Pituitary	0.023	0.129	0.000	5.7323819377	0.968
ENST00000484523	Brain - Substantia nigra	0.009	0.053	0.000	5.6491930897	0.361
ENST00000484523	Cells - EBV-transformed lymphocytes	0.042	0.142	0.000	3.34269633975	1.046
ENST00000485820	Thyroid	3.136	2.879	2.592	0.917969583858	15.946
ENST00000485820	Testis	2.248	1.877	1.873	0.834677902005	10.392
ENST00000485820	Brain - Anterior cingulate cortex (BA24)	0.392	0.778	0.000	1.98614320253	4.353
ENST00000485820	Skin - Not Sun Exposed (Suprapubic)	1.306	1.474	0.836	1.12833086538	6.789
ENST00000485820	Ovary	2.448	3.255	1.686	1.3295851744	20.304
ENST00000485820	Vagina	0.961	1.442	0.625	1.49972619837	10.213
ENST00000485820	Heart - Atrial Appendage	0.728	0.899	0.580	1.23586094403	6.083
ENST00000485820	Esophagus - Muscularis	1.634	1.651	1.207	1.01040333933	8.401
ENST00000485820	Brain - Cerebellar Hemisphere	2.960	2.026	2.669	0.684347880089	10.391
ENST00000485820	Small Intestine - Terminal Ileum	2.802	2.017	2.212	0.720004698227	8.971
ENST00000485820	Breast - Mammary Tissue	1.924	2.018	1.342	1.04891610663	11.380
ENST00000485820	Stomach	1.678	1.529	1.399	0.911312560669	9.795
ENST00000485820	Brain - Cerebellum	2.717	2.190	2.142	0.806209079947	12.197
ENST00000485820	Esophagus - Mucosa	1.053	1.097	0.872	1.04182947377	6.354
ENST00000485820	Brain - Putamen (basal ganglia)	0.476	0.787	0.000	1.65544642541	4.007
ENST00000485820	Artery - Coronary	2.004	2.173	1.423	1.08462711336	12.496
ENST00000485820	Liver	1.439	1.978	0.865	1.37444231046	10.428
ENST00000485820	Esophagus - Gastroesophageal Junction	1.605	1.431	1.320	0.891657007396	5.796
ENST00000485820	Brain - Hypothalamus	0.535	1.044	0.000	1.95302909572	7.568
ENST00000485820	Colon - Transverse	1.932	1.853	1.423	0.958901864238	9.985
ENST00000485820	Prostate	3.016	3.260	1.898	1.08082061089	18.948
ENST00000485820	Brain - Amygdala	0.285	0.588	0.000	2.06374235279	2.900
ENST00000485820	Pancreas	1.795	1.862	1.362	1.03688268477	12.438
ENST00000485820	Adipose - Subcutaneous	1.499	1.472	1.211	0.98193080655	10.111
ENST00000485820	Skin - Sun Exposed (Lower leg)	1.130	1.399	0.828	1.23830779374	14.156
ENST00000485820	Spleen	3.260	2.660	2.538	0.815739795733	11.557
ENST00000485820	Brain - Hippocampus	0.385	0.785	0.000	2.03775572062	4.587
ENST00000485820	Heart - Left Ventricle	0.447	0.670	0.000	1.49857077765	3.965
ENST00000485820	Brain - Cortex	0.507	0.696	0.030	1.37216909229	3.285
ENST00000485820	Muscle - Skeletal	0.152	0.386	0.000	2.53815601794	2.341
ENST00000485820	Brain - Spinal cord (cervical c-1)	0.373	0.580	0.000	1.55616401678	2.929
ENST00000485820	Uterus	1.775	2.383	0.856	1.34197457047	13.078
ENST00000485820	Brain - Nucleus accumbens (basal ganglia)	0.604	1.015	0.000	1.68094551809	6.363
ENST00000485820	Brain - Caudate (basal ganglia)	0.404	0.795	0.000	1.96902097221	6.383
ENST00000485820	Minor Salivary Gland	1.656	1.390	1.426	0.839296999922	7.497
ENST00000485820	Artery - Aorta	1.899	1.935	1.380	1.01886197651	9.578
ENST00000485820	Whole Blood	0.192	0.476	0.000	2.47628217145	4.260
ENST00000485820	Kidney - Cortex	1.786	1.874	1.305	1.04902958438	9.366
ENST00000485820	Nerve - Tibial	1.157	1.640	0.751	1.41789818298	18.536
ENST00000485820	Brain - Frontal Cortex (BA9)	0.457	0.676	0.000	1.47864104641	2.850
ENST00000485820	Adipose - Visceral (Omentum)	1.129	1.187	0.834	1.0514664844	5.909
ENST00000485820	Adrenal Gland	1.350	1.378	0.910	1.02074981491	6.677
ENST00000485820	Lung	1.688	1.649	1.350	0.977039022822	8.202
ENST00000485820	Cells - Transformed fibroblasts	1.357	1.299	1.083	0.956890394468	6.033
ENST00000485820	Artery - Tibial	1.026	1.301	0.693	1.26782908831	7.258
ENST00000485820	Colon - Sigmoid	1.293	1.416	0.882	1.09506155526	6.038
ENST00000485820	Pituitary	4.925	3.657	3.809	0.742594403171	16.127
ENST00000485820	Brain - Substantia nigra	0.316	0.720	0.000	2.27912377452	4.363
ENST00000485820	Cells - EBV-transformed lymphocytes	1.374	0.996	1.178	0.72498726811	4.272
ENST00000327407	Thyroid	0.002	0.012	0.000	5.43958696956	0.118
ENST00000327407	Testis	0.023	0.071	0.000	3.10530043881	0.836
ENST00000327407	Brain - Anterior cingulate cortex (BA24)	0.003	0.014	0.000	3.9618236944	0.094
ENST00000327407	Skin - Not Sun Exposed (Suprapubic)	5.254	3.867	4.468	0.736020736406	22.772
ENST00000327407	Ovary	0.000	0.000	0.000	0	0.000
ENST00000327407	Vagina	0.481	0.957	0.058	1.99105955679	5.034
ENST00000327407	Heart - Atrial Appendage	0.003	0.012	0.000	4.01084137982	0.073
ENST00000327407	Esophagus - Muscularis	0.005	0.023	0.000	4.3689411916	0.247
ENST00000327407	Brain - Cerebellar Hemisphere	0.000	0.003	0.000	10.1980390272	0.033
ENST00000327407	Small Intestine - Terminal Ileum	0.001	0.007	0.000	6.56928724087	0.050
ENST00000327407	Breast - Mammary Tissue	0.001	0.008	0.000	5.48184601519	0.054
ENST00000327407	Stomach	0.001	0.009	0.000	6.26660142861	0.069
ENST00000327407	Brain - Cerebellum	0.001	0.009	0.000	6.42578986175	0.066
ENST00000327407	Esophagus - Mucosa	2.009	2.034	1.330	1.01248736557	10.774
ENST00000327407	Brain - Putamen (basal ganglia)	0.002	0.009	0.000	5.64016891751	0.062
ENST00000327407	Artery - Coronary	0.002	0.010	0.000	5.1043592118	0.065
ENST00000327407	Liver	0.001	0.006	0.000	6.36511228711	0.049
ENST00000327407	Esophagus - Gastroesophageal Junction	0.002	0.011	0.000	4.59788477106	0.057
ENST00000327407	Brain - Hypothalamus	0.003	0.018	0.000	6.80416329558	0.163
ENST00000327407	Colon - Transverse	0.004	0.035	0.000	8.51877941466	0.476
ENST00000327407	Prostate	0.006	0.021	0.000	3.2145788635	0.124
ENST00000327407	Brain - Amygdala	0.006	0.029	0.000	4.61536721565	0.220
ENST00000327407	Pancreas	0.002	0.009	0.000	5.82884983346	0.068
ENST00000327407	Adipose - Subcutaneous	0.010	0.046	0.000	4.55293477988	0.635
ENST00000327407	Skin - Sun Exposed (Lower leg)	7.672	5.032	6.530	0.655869110774	38.632
ENST00000327407	Spleen	0.003	0.013	0.000	4.53341241815	0.069
ENST00000327407	Brain - Hippocampus	0.002	0.009	0.000	4.87054279268	0.057
ENST00000327407	Heart - Left Ventricle	0.001	0.006	0.000	7.4403669415	0.049
ENST00000327407	Brain - Cortex	0.004	0.019	0.000	4.53817536786	0.160
ENST00000327407	Muscle - Skeletal	0.003	0.017	0.000	5.13528529253	0.239
ENST00000327407	Brain - Spinal cord (cervical c-1)	0.004	0.016	0.000	4.48331870023	0.111
ENST00000327407	Uterus	0.002	0.013	0.000	6.51961840871	0.102
ENST00000327407	Brain - Nucleus accumbens (basal ganglia)	0.001	0.007	0.000	7.46246062683	0.054
ENST00000327407	Brain - Caudate (basal ganglia)	0.001	0.009	0.000	6.31352603514	0.069
ENST00000327407	Minor Salivary Gland	0.629	2.310	0.000	3.67352089677	16.315
ENST00000327407	Artery - Aorta	0.003	0.013	0.000	4.63057483141	0.098
ENST00000327407	Whole Blood	0.002	0.011	0.000	5.82712115963	0.110
ENST00000327407	Kidney - Cortex	0.007	0.022	0.000	3.19009709558	0.094
ENST00000327407	Nerve - Tibial	0.002	0.012	0.000	7.41956707113	0.156
ENST00000327407	Brain - Frontal Cortex (BA9)	0.001	0.006	0.000	6.46881262631	0.049
ENST00000327407	Adipose - Visceral (Omentum)	0.003	0.015	0.000	5.02168169383	0.128
ENST00000327407	Adrenal Gland	0.003	0.021	0.000	6.01731724206	0.203
ENST00000327407	Lung	0.009	0.037	0.000	4.23170100485	0.516
ENST00000327407	Cells - Transformed fibroblasts	0.006	0.021	0.000	3.56735104672	0.232
ENST00000327407	Artery - Tibial	0.001	0.008	0.000	5.72483174358	0.058
ENST00000327407	Colon - Sigmoid	0.002	0.010	0.000	4.96705053893	0.066
ENST00000327407	Pituitary	0.002	0.010	0.000	5.99835113513	0.077
ENST00000327407	Brain - Substantia nigra	0.002	0.010	0.000	5.52642995776	0.058
ENST00000327407	Cells - EBV-transformed lymphocytes	0.002	0.010	0.000	4.46824104675	0.064
ENST00000425261	Thyroid	0.011	0.041	0.000	3.55631573646	0.455
ENST00000425261	Testis	0.006	0.019	0.000	3.19677362764	0.101
ENST00000425261	Brain - Anterior cingulate cortex (BA24)	0.000	0.000	0.000	0	0.000
ENST00000425261	Skin - Not Sun Exposed (Suprapubic)	0.010	0.030	0.000	3.13351252583	0.245
ENST00000425261	Ovary	0.001	0.009	0.000	9.79795897113	0.089
ENST00000425261	Vagina	0.006	0.020	0.000	3.19589943812	0.092
ENST00000425261	Heart - Atrial Appendage	0.002	0.012	0.000	6.07633152665	0.120
ENST00000425261	Esophagus - Muscularis	0.009	0.028	0.000	3.09239709688	0.177
ENST00000425261	Brain - Cerebellar Hemisphere	0.001	0.007	0.000	10.1980390272	0.070
ENST00000425261	Small Intestine - Terminal Ileum	0.012	0.027	0.000	2.32110452016	0.136
ENST00000425261	Breast - Mammary Tissue	0.004	0.016	0.000	3.97796907809	0.084
ENST00000425261	Stomach	0.003	0.014	0.000	4.63132864169	0.092
ENST00000425261	Brain - Cerebellum	0.002	0.011	0.000	6.48884324325	0.093
ENST00000425261	Esophagus - Mucosa	0.006	0.024	0.000	4.31763400184	0.200
ENST00000425261	Brain - Putamen (basal ganglia)	0.000	0.000	0.000	0	0.000
